order_date,order_platform,order_revenue_source,order_sale_type,order_country,order_state,customer_type,order_discount_code,num_orders,order_revenue,order_refund,item_quantity
9/11/22,Amazon,Amazon,DTC,United States Of America,RI,New,,1,39.4067495,0,1
10/18/22,Amazon,Amazon,DTC,United States Of America,AZ,Existing,,7,166.422008,0,7
10/2/22,Amazon,Amazon,DTC,United States Of America,GA,Existing,,1,23.35290601,0,1
2/7/23,Amazon,Amazon,DTC,United States Of America,SC,Existing,Fba Subscribe  Save Discount,1,19.49743425,0,1
1/3/23,Amazon,Amazon,DTC,United States Of America,KS,New,,3,65.0458559,0,4
9/17/22,Amazon,Amazon,DTC,Colombia,Unknown,New,,1,26.29092795,0,1
3/3/23,Amazon,Amazon,DTC,United States Of America,SC,Existing,,1,44.46754668,0,2
10/16/22,Amazon,Amazon,DTC,United States Of America,NY,New,,9,372.3188497,0,11
11/29/22,Amazon,Amazon,DTC,United States Of America,MI,Existing,,1,40.4102377,0,1
10/18/22,Amazon,Amazon,DTC,Canada,Unknown,Existing,Ca Core Free Shipping  A1mktv4oyo2hj1,1,21.86374956,0,1
11/26/22,Amazon,Amazon,DTC,United States Of America,VA,New,,3,66.7303125,0,3
12/8/22,Amazon,Amazon,DTC,United States Of America,MI,New,,3,66.90029505,0,3
10/23/22,Amazon,Amazon,DTC,United States Of America,VA,Existing,,1,23.52717975,0,1
2/7/23,Amazon,Amazon,DTC,Australia,Unknown,New,,62,1448.81,0,68
10/29/22,Amazon,Amazon,DTC,United States Of America,FL,Existing,Fba Subscribe  Save Discount,1,37.86475798,0,1
9/24/22,Amazon,Amazon,DTC,United States Of America,TX,Existing,,7,179.1167108,0,7
10/8/22,Amazon,Amazon,DTC,United States Of America,GA,New,,1,23.49004952,0,1
10/8/22,Amazon,Amazon,DTC,United States Of America,MS,New,,1,23.49004952,0,1
12/31/22,Amazon,Amazon,DTC,Australia,Unknown,Existing,,10,311.89,0,10
12/1/22,Amazon,Amazon,DTC,United States Of America,CA,New,,14,330.4234607,0,14
10/13/22,Amazon,Amazon,DTC,Canada,Unknown,New,,39,690.3440165,0,39
10/23/22,Amazon,Amazon,DTC,United States Of America,DC,New,,1,23.52717975,0,1
10/24/22,Amazon,Amazon,DTC,United States Of America,OR,New,,1,23.52717975,0,1
10/24/22,Amazon,Amazon,DTC,United States Of America,LA,New,,2,47.0543595,0,2
1/5/23,Amazon,Amazon,DTC,United States Of America,CA,New,,10,236.9976378,0,11
